name,zip,title,specialties,price
Deborah Orandon,97219.0,"LicensedProfessionalCounselor,MS,NCC,LPC",  Anxiety   Depression   HighSensitivity(HSP)&Giftedness  ,$125-$150
Naomi Jackson,91730.0,"Marriage&FamilyTherapist,MA,LMFT",  Anxiety   Women'sIssues   MoodDisorders  ,$100-$150
Tricia Ann Zigrang,97205.0,"Psychologist,PhD",  Depression   Anxiety   EatingDisorders  ,$125+
Esther J Kim,98684.0,"ClinicalSocialWork/Therapist,LICSW,LCSW",  TraumaandPTSD   Depression   Anxiety  ,$150-$175
"May Lim, PhD Psychologist LLC",97225.0,"Psychologist,PhD",  ADHD   Anxiety   BehavioralIssues  ,$125-$170
Patricia Schuetz,97223.0,"Marriage&FamilyTherapistIntern,MA,LMFTI",  MaritalandPremarital   TraumaandPTSD   EatingDisorders  ,$50-$160
Sedona Karlin,97219.0,"Marriage&FamilyTherapist,LMFT,RPT","  Pregnancy,Prenatal,Postpartum   Anxiety   ChildorAdolescent  ",$140+
Joan Kendall Ayala,97221.0,"ClinicalSocialWork/Therapist,LCSW,CADCIII,CRM",  CopingSkills   Anxiety   Depression  ,$60-$120
Jenny Labrousse,97223.0,"LPCIntern,MA",  Anxiety   Obsessive-Compulsive(OCD)   TraumaandPTSD  ,PayBy:
Landon Berger,97210.0,"Psychologist,PsyD",  LifeTransitions   PeerRelationships   SelfEsteem  ,$125-$175
Tanya Gore - Individual And Couples Therapist,97045.0,"Marriage&FamilyTherapistIntern,LMFT,Intern",  TraumaandPTSD   Infidelity   RelationshipIssues  ,$125-$150
Ally Counseling,97223.0,"Marriage&FamilyTherapist,LMFT",  Anxiety   Depression   MaritalandPremarital  ,$90-$125
Erin L Loken,97005.0,"Marriage&FamilyTherapist,LMFT",  Anxiety   Obsessive-Compulsive(OCD)   TicsDisordersandTouretteSyndrome(Tourettes)  ,PayBy:
Steve Hand,97209.0,"ClinicalSocialWork/Therapist,LCSW,ACSW,BCD",  Depression   Divorce   Addiction  ,$20-$100
Wellness PNW Counseling,97006.0,Marriage&FamilyTherapist,  RelationshipIssues   MaritalandPremarital   SexTherapy  ,$100-$140
Catherine Lee,97006.0,"LPCIntern,MA,NCC,LPC-I",  Anxiety   TraumaandPTSD   RacialIdentity  ,$90
Accepting Or Taking New Clients Tory Harding,97006.0,"LPCIntern,MA",  ChildorAdolescent   Depression   Anxiety  ,$120-$250
Luke Patrick,97006.0,"Psychologist,PhD",  SportsPerformance   Anxiety   LifeTransitions  ,AcceptedInsurancePlans
Matt Creagan,97006.0,"Pre-LicensedProfessional,MA",  Anxiety   Depression   SportsPerformance  ,$80-$120
"Bloom Therapy, LLC",97006.0,"LicensedProfessionalCounselor,PhD,NCC,LPC",  Depression   RacialIdentity   SelfEsteem  ,$175-$215
Jim Rowley,97006.0,"Psychologist,PsyD",  Anxiety   SubstanceUse  ,PayBy:
Golnoush Monfared,97006.0,"Psychologist,PsyD",  TraumaandPTSD   Depression   Anxiety  ,$150-$200
Alexander N Rassekh,97006.0,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Anxiety   Depression  ,$105-$130
Accepting New Clients Ashley,97006.0,"Marriage&FamilyTherapistIntern,MA,MFT",  Anxiety   ChildorAdolescent   RelationshipIssues  ,$115-$225
Kathia Rabelo,97006.0,"Marriage&FamilyTherapist,LMFT",  Anxiety   Depression   LifeTransitions  ,Upto$175
Accepting New Clients Melissa Montello,97006.0,"Pre-LicensedProfessional,Intern",  TraumaandPTSD   Infertility   Anxiety  ,$40-$60
Dr. Rebecca Wara-Goss,97006.0,"Marriage&FamilyTherapist,LMFT,PhD,MA,TRI,ESMHL",  Anxiety   Depression   Spirituality  ,$165-$200
Christina Weiss,97006.0,"Psychologist,PsyD",  Depression  ,$160-$240
Christine Landis,97006.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   Anxiety  ,$120-$140
Kiersten Lindahl,97006.0,"Marriage&FamilyTherapistIntern,MS,LMFT-I",  CopingSkills   Anxiety   RelationshipIssues  ,$100-$125
Amanda Barron,97006.0,"LPCIntern,MMFT,LMT,RYT",  Anxiety   TraumaandPTSD   MaritalandPremarital  ,$100-$140
Krystal Marcinkiewicz,97006.0,"LicensedProfessionalCounselor,MA",  Women'sIssues   EatingDisorders   SelfEsteem  ,$150-$170
Julie Baxter,97006.0,"LPCIntern,MS",  TraumaandPTSD   RelationshipIssues   Depression  ,$120-$135
Susan Driver,97006.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   TraumaandPTSD   Women'sIssues  ,$60-$165
Brooke Lesley,97006.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Anxiety   Depression  ,$120+
Gale Cader,97006.0,"LicensedProfessionalCounselor,MA,LPC,MAC,NBCC",  Addiction   MaritalandPremarital   TraumaandPTSD  ,$120-$250
Paul Guinther,97035.0,"Psychologist,PhD",  ChronicPain   TraumaandPTSD   Grief  ,$180-$200
Tonya Boyd,97123.0,"Psychologist,PsyD",  Depression   RelationshipIssues   LifeTransitions  ,$80-$190
Peter Barbur,97232.0,"LicensedProfessionalCounselor,LPC",  Depression   RelationshipIssues   Anxiety  ,$90-$100
Mark Porterfield,97221.0,"Marriage&FamilyTherapist,MA,LMFT",  MaritalandPremarital   Grief   RelationshipIssues  ,$120-$160
Justin Rock,97214.0,"LicensedProfessionalCounselor,LPC,MA",  Grief   Depression   Non-traditionalFamilies  ,Upto$80
Kimberlee Reynolds-Tanner,97007.0,"Marriage&FamilyTherapist,LBSN,LMFT",  Divorce   Parenting   RelationshipIssues  ,$100-$160
Deborah Lynn Harrison,97007.0,"LPCIntern,MA,NCC",  TraumaandPTSD   RelationshipIssues   Anxiety  ,$50-$150
Your Bright World Coaching,97007.0,MPH,  LifeCoaching   CareerCounseling   LifeTransitions  ,$130-$200
Jen Pond,97007.0,"Marriage&FamilyTherapistIntern,MA",  Anxiety   Adoption   LifeTransitions  ,$100-$150
IONIS Leadership Development & Coaching,97007.0,"PMP,MBA,WPCC",  CareerCounseling   LifeCoaching   LifeTransitions  ,$250-$300
Kelly Grace,97007.0,"Marriage&FamilyTherapist,MDiv,LMFT",  Anxiety   TraumaandPTSD   RelationshipIssues  ,$135-$180
Danette C. Gillespie-Otto,97213.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   RacialIdentity   RelationshipIssues  ,$180+
Michelle M. Pliske,97124.0,"ClinicalSocialWork/Therapist,DSW,LCSW,RPT-S",  ChildorAdolescent   TraumaandPTSD   Divorce  ,$40-$120
Timothy Roger Howell,97140.0,"LicensedProfessionalCounselor,MA,LPC,CFCC",,$60-$100
Mary Cameron,97223.0,"LicensedProfessionalCounselor,LPC,LMFT",  RelationshipIssues   ChildorAdolescent   FamilyConflict  ,$100+
Susan Butler,97224.0,"LicensedProfessionalCounselor,MA-MFT,LMFT,LPC",  MaritalandPremarital   RelationshipIssues   Women'sIssues  ,$100-$150
Avid Farahani,97223.0,"Psychologist,PsyD",  Depression   Anxiety   RelationshipIssues  ,$225
Marjan Baradar,98660.0,"Counselor,LPC,LMHC,NCC",  AngerManagement   Parenting   RelationshipIssues  ,$150-$180
Bruce P Kenofer,97124.0,"Psychologist,PhD", ,$150+
Miles Graham Salisbury,97034.0,"LicensedProfessionalCounselor,PhD,LPC",  Anxiety   Depression   Spirituality  ,$150-$165
"Gerry Schaffner, LMFT",97124.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   TraumaandPTSD   Addiction  ,$70-$150
Katherine Burns,97128.0,"LPCIntern,MA", ,$60-$100
"Success Hypnosis, Margot Miles CHT",97035.0,CHT,  WeightLoss   SleeporInsomnia   Stress  ,$125-$195
Path to Bliss Wellness,97223.0,"ClinicalSocialWorkAssociate,MSW,CSWA",  ChildorAdolescent   Anxiety   FamilyConflict  ,$100-$120
Craig Butzke,97223.0,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Anxiety   Depression  ,$110-$130
Babak Govan,97223.0,"Psychologist,PhD,MAOB",  Anxiety   Depression   RelationshipIssues  ,$225
Life Encounter Counseling services,97223.0,LPCIntern,  Anxiety   Depression   MaritalandPremarital  ,$185
Alli Blank,97223.0,"Pre-LicensedProfessional,MA,LPCI",  TraumaandPTSD   Anxiety   Divorce  ,$40-$100
Allen Hall,97232.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   Stress  ,AcceptedInsurancePlans
Kristine Zappa,97214.0,"LPCIntern,MA,R-DMT",  RelationshipIssues   TraumaandPTSD   CopingSkills  ,$65-$95
Dillon L Robertson,97225.0,,  Spirituality   Depression   Anxiety  ,$30+
Kaitlyn Iseminger,97223.0,"Pre-LicensedProfessional,MA", ,$185-$200
Amanda Genus,97211.0,"ClinicalSocialWork/Therapist,LCSW,MSW",  Anxiety   AngerManagement   Depression  ,$95-$150
"Castle Therapy Solutions, LLC",97051.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   CopingSkills   DomesticViolence  ,$120-$150
Susan Reyes-Torres - Hillsboro Location,97223.0,"ClinicalSocialWork/Therapist,CSWA,LMSW,MDiv,QMHP",  Grief   DomesticViolence   RelationshipIssues  ,$60-$120
Ray Nelson,97210.0,"LPCIntern,MA",  SexTherapy   Men'sIssues   Anxiety  ,$110
New Springs Counseling Service,97223.0,"LicensedProfessionalCounselor,LPC,MA,CADCI",  MaritalandPremarital   TraumaandPTSD   Depression  ,SlidingScale:Yes
L. Rebecca Propst,97219.0,"Psychologist,PhD",  RelationshipIssues   Anxiety   Depression  ,$150-$250
Jason Wilkinson,97062.0,"Marriage&FamilyTherapistIntern,MA,MDiv",  MaritalandPremarital   Anxiety   Stress  ,$100
Raumene Rahatzad,97007.0,"LicensedProfessionalCounselor,LPC,MS,NCC",  Spirituality   TraumaandPTSD   Anxiety  ,$80-$140
Sara Pitkanen,97007.0,"Marriage&FamilyTherapist,MEd,LMFT",  MaritalandPremarital   RelationshipIssues   Depression  ,$120-$140
Jaime Larson,97007.0,"Psychologist,PsyD",  Transgender   Anxiety   Depression  ,SlidingScale:Yes
"Alana C. Raber, Ph.D.",97006.0,"Psychologist,PhD",  TraumaticBrainInjury   Anxiety   Depression  ,$140-$230
Jill S. Waldman,97205.0,"Psychologist,PsyD",  ChildorAdolescent   Anxiety   MoodDisorders  ,SlidingScale:Yes
Justin Shull,97223.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   ChildorAdolescent  ,$130-$180
Stephen Emerson,97223.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Depression   RelationshipIssues  ,$90-$120
Megan Zabala,97035.0,"Marriage&FamilyTherapist,MA,LMFT",  RelationshipIssues   Women'sIssues   MaritalandPremarital  ,$150-$175
Amanda Roberson,97006.0,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Anxiety   Depression  ,$150+
Luke R. Allen,97227.0,"LicensedProfessionalCounselor,MA,LPC,PhD",  Transgender   Anxiety   Depression  ,$25-$115
Veronica Carmenate,97205.0,"Pre-LicensedProfessional,PhD",  Anxiety   LifeTransitions   RelationshipIssues  ,$85-$150
Maci N Elkins Lcsw,97008.0,"ClinicalSocialWork/Therapist,LCSW,MA",  Parenting   BehavioralIssues   ChildorAdolescent  ,$150-$165
Taylor Ocasio,97008.0,"LPCIntern,MA,LPC-I",  SexualAddiction   Anxiety   Depression  ,$60-$80
Ruth Hescock,97008.0,"LicensedProfessionalCounselor,LPC,LMHC,NCC",  TraumaandPTSD   Codependency   Women'sIssues  ,$150-$240
Sharon Carter,97008.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Depression   Anxiety   LifeTransitions  ,$100+
Sean Ellison,97008.0,"LicensedProfessionalCounselor,LPC",  Depression   TraumaandPTSD   BipolarDisorder  ,$175-$180
Danette A Buchanan,97008.0,"PastoralCounselor/Therapist,MS,LPC",  MoodDisorders   CopingSkills   Anxiety  ,$100
Sabrina Pyl,97008.0,"Pre-LicensedProfessional,MA,LPCInt",  BehavioralIssues   SelfEsteem   ChildorAdolescent  ,Upto$60
Allies in Change,97225.0,"Psychologist,PsyD",  DomesticViolence   DomesticAbuse   AngerManagement  ,$50-$200
Virginia Terhaar,97232.0,"LicensedProfessionalCounselor,MS,PhD",  RelationshipIssues   Anxiety   Depression  ,$180+
Robin L Magdahlen,97219.0,"LicensedProfessionalCounselor,MFT,RDT",  Divorce   MaritalandPremarital   Depression  ,$110-$150
Shannon Smith,97205.0,"LicensedProfessionalCounselor,LPC",  RelationshipIssues   Anxiety   Divorce  ,PayBy:
Mike Chapman,97239.0,"LicensedProfessionalCounselor,LPC,CADCIII",  Addiction   Depression   MaritalandPremarital  ,$100-$160
Brave Acorn,97225.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Anxiety   Depression  ,$90-$190
Portland Counseling And Training Center,97223.0,Pre-LicensedProfessional,  RelationshipIssues   ChildorAdolescent   LifeTransitions  ,$10-$60
Kristina Meyers,97219.0,"LicensedProfessionalCounselor,MAPC,LPC",  Depression   TraumaandPTSD   SelfEsteem  ,Upto$160
Tom Kelley,97219.0,"Marriage&FamilyTherapist,MA,LMFT",  FamilyConflict   RelationshipIssues   ChildorAdolescent  ,$100-$150
"Mountain Peak Counseling, LLC",97035.0,"LicensedProfessionalCounselor,MA,LPC,CCTP",  Anxiety   Depression   RelationshipIssues  ,Upto$160
Shannon Barnes,97229.0,"LPCIntern,MA,CRC,LPCI",  ChronicIllness   Depression   Anxiety  ,$100+
Kelly Anthony,97223.0,"Counselor,MEd,MA,LPC",  Anxiety   Depression   SelfEsteem  ,$90-$125
Sam Zwerling,97068.0,"Pre-LicensedProfessional,MSSA,CADC1,QMHA-R",  Anxiety   Addiction   BehavioralIssues  ,$125-$200
Michelle A Reilly,97223.0,Pre-LicensedProfessional,  ChildorAdolescent   SchoolIssues   Parenting  ,$45-$185
Angela Morgan,97223.0,"LicensedProfessionalCounselor,AngelaMorgan,MA,LPC",  TraumaandPTSD   Depression   ChildorAdolescent  ,$80-$185
Perspective Therapy and Assessment,97124.0,"Psychologist,PhD",  TraumaandPTSD   Depression   Anxiety  ,$170-$200
Tony Lash,97202.0,"LPCIntern,MA,NCC",  Depression   RelationshipIssues   Anxiety  ,$70-$140
Abe H. Hatch,98661.0,"Counselor,PsyM,LPC,LMHC","  Parenting   Pregnancy,Prenatal,Postpartum   MaritalandPremarital  ",$100-$160
Jacquelyn A Dalton,97223.0,"LPCIntern,PhD,NCC,CRC",  LifeTransitions   MoodDisorders   TraumaandPTSD  ,$80+
Nicole Green,97223.0,"LicensedProfessionalCounselor,MS,LPC",  ChildorAdolescent   Parenting   BehavioralIssues  ,$145-$185
Kushanthi Samaratunge,97035.0,"Psychologist,PsyD",  ChildorAdolescent   LifeTransitions   TestingandEvaluation  ,$160-$250
Rebekah Lubeck,97223.0,"Pre-LicensedProfessional,CSWA",  Anxiety   Depression   Parenting  ,$120-$140
Andrea L Erb,97008.0,"Psychologist,PsyD",  TestingandEvaluation   ADHD   LearningDisabilities  ,PayBy:
Maya B. Klein,97008.0,"Psychologist,PhD",  Anxiety   Depression   RelationshipIssues  ,$180-$220
Lauren Dahl,97124.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   TraumaandPTSD  ,$130-$175
Sharon Hale,97223.0,"Marriage&FamilyTherapist,LMFT",  MaritalandPremarital   RelationshipIssues   Codependency  ,$175
Leah McPherson,97124.0,"LPCIntern,MA,LPCI,QMHP",  TraumaandPTSD   Anxiety   Depression  ,Upto$85
Matt Elliott,97280.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   SelfEsteem   Grief  ,$120
Scarlet Graham,97034.0,"LicensedProfessionalCounselor,MA,CMHC,LPC",  Women'sIssues   ChildorAdolescent   Asperger'sSyndrome  ,$125-$175
Andrew Drwenski,97034.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   RelationshipIssues   Anxiety  ,$130-$145
Susan Shelbourne,97034.0,"LicensedProfessionalCounselor,LPC,NCC",  Anxiety   RelationshipIssues   LifeTransitions  ,$130-$150
Tabitha Becker,97034.0,"Psychologist,PsyD",  TestingandEvaluation   ADHD   BehavioralIssues  ,$150+
Allene Gould,97034.0,"LicensedProfessionalCounselor,MS,LPC",  Parenting   Anxiety   RelationshipIssues  ,$150-$175
Christine Turner,97034.0,"LicensedProfessionalCounselor,LPC,NCC,ATR-BC,ACS",  Depression   Anxiety   ChildorAdolescent  ,$90-$150
Jennifer L Murphy,97034.0,"ClinicalSocialWork/Therapist,LCSW,CADCII,CPT,RYT",  Anxiety   Depression   Grief  ,$150-$250
Kelly Grace,97034.0,"Marriage&FamilyTherapist,MDiv,LMFT",  Anxiety   TraumaandPTSD   RelationshipIssues  ,$135-$180
Lesley Lacny,97034.0,"LicensedProfessionalCounselor,MA,LPC,RPsych,CPsych",  RelationshipIssues   Anxiety   EmotionalDisturbance  ,$150+
Michele A Gilson,97034.0,"ClinicalSocialWork/Therapist,LCSW,BCD",  Anxiety   Depression   Grief  ,$160+
Allyson Clemmons,97034.0,"ClinicalSocialWork/Therapist,LCSW,CADCI",  Addiction   Anxiety   TraumaandPTSD  ,Upto$160
Martha Darkins,97034.0,"LicensedProfessionalCounselor,RN,LPC,CSAT",  SexualAddiction   AlcoholUse   Divorce  ,$120-$135
"Cheryl M. Wenzel, Clinical Hypnotherapist",97034.0,"MA,CHT",  Depression   Anxiety   LifeTransitions  ,$125-$150
Jessica N Thomas,97034.0,"Marriage&FamilyTherapist,PhD,LMFT",  Grief   Anxiety   FamilyConflict  ,$120-$160
Jessi Huffman,97034.0,"LicensedProfessionalCounselor,MA,LPC",  SelfEsteem   Anxiety   RelationshipIssues  ,$150+
Caroline McGrath,97035.0,"LicensedProfessionalCounselor,LPC,NCC",  ChildorAdolescent   LifeTransitions   Anxiety  ,$150+
Sylvia Adkins Randall,97222.0,"Psychologist,PhD",  RelationshipIssues   Anxiety  ,$95-$200
Melinda Laus,97140.0,"LicensedProfessionalCounselor,EdS,NCSP",  Grief   Anxiety   Depression  ,$165-$180
Mitch Elovitz,97035.0,"LicensedProfessionalCounselor,MA,LPC",  Men'sIssues   ChildorAdolescent   DualDiagnosis  ,$150
Lewis A. Mccoy,97068.0,"Counselor,MA,MBA",  RelationshipIssues   Anxiety   Depression  ,$70-$90
Paul Myers,97239.0,"Psychologist,PhD",  Men'sIssues   RelationshipIssues   TraumaandPTSD  ,$160-$230
Maryanne Jaconis,97202.0,"Psychologist,PhD",  Anxiety   Depression   TraumaandPTSD  ,PayBy:
Janyce Prine,97035.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   DissociativeDisorders   ThinkingDisorders  ,$100-$150
Pete A Morones,97202.0,"Psychologist,PhD",  Anxiety   RelationshipIssues   Depression  ,$180-$270
Jay Darien,84790.0,"Marriage&FamilyTherapist,MA,LMFT,EMDR",  Divorce   Anxiety   SelfEsteem  ,$80-$150
Wendy Robertson,97086.0,"Marriage&FamilyTherapist,MFT",  RelationshipIssues   Depression   Anxiety  ,$135-$175
Amy Holbrook,97035.0,"ClinicalSocialWork/Therapist,LCSW,CADCIII",  LifeTransitions   Addiction   Anxiety  ,$140+
Kenneth L Andert,97205.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   RelationshipIssues   Spirituality  ,$100-$130
Tracie A McDowell,97035.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Stress   RelationshipIssues  ,$160-$175
Stephan A Tobin,97068.0,"Psychologist,PhD,MA",  RelationshipIssues   EmotionalDisturbance   TraumaandPTSD  ,$110-$190
Loving Kindness Hypnosis,97209.0,"BCH,CI,NLP,BWRT,MEd",  WeightLoss   SelfEsteem   AngerManagement  ,$175-$350
Jessica Garbutt-Burden,97267.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   MoodDisorders   LifeTransitions  ,$50-$150
Ronald L Attrell,97202.0,"ClinicalSocialWork/Therapist,LCSW,CT,CIRT",  MoodDisorders   RelationshipIssues   SelfEsteem  ,$120-$130
Kim Conrow,97223.0,"LicensedProfessionalCounselor,LPC,CADC,I",  EatingDisorders   Anxiety   TraumaandPTSD  ,$110
Susan Epstein,97223.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   Anxiety   LifeTransitions  ,$150
David C Manfield,97035.0,"Psychologist,PhD",  Depression   Anxiety   RelationshipIssues  ,$150-$180
Ann DeWitt,97035.0,"Marriage&FamilyTherapist,MA,LMFT,CPE",  Parenting   MaritalandPremarital   SchoolIssues  ,$130-$150
Pacific Christian Counseling C,97223.0,"Marriage&FamilyTherapist,PhD",,
Lesley Alter,97223.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   Anxiety  ,$150-$175
Drew Caesar,97212.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   ChildorAdolescent   SexualAddiction  ,$80-$100
Janice Coco,97202.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   TraumaandPTSD   Anxiety  ,PayBy:
Tara Sanderson,97223.0,"Psychologist,PsyD,MBA",  Anxiety   CopingSkills   RelationshipIssues  ,PayBy:
Selena Whittle,97330.0,"LicensedProfessionalCounselor,PhD,MS,LPC",  Anxiety   Depression   Spirituality  ,$160-$225
Chrissy Zimmerman,97202.0,"LicensedProfessionalCounselor,ATR,LPC,CADCI",  ChildorAdolescent   Women'sIssues   BehavioralIssues  ,$120-$140
Julie Mannon,97035.0,"LicensedProfessionalCounselor,LPC,LMHC,MAC",  Addiction   Depression   Anxiety  ,$75-$130
Victoria Douglas Thoreson,97219.0,"Psychologist,PsyD",  RelationshipIssues   LifeTransitions   Anxiety  ,$90-$120
Johnna Voght,97205.0,"Psychologist,PsyD",  TraumaandPTSD   Addiction   ChildorAdolescent  ,$110-$130
Marc Hess,97214.0,ClinicalSocialWork/Therapist,  RelationshipIssues   AngerManagement   Anxiety  ,$80-$120
Allyson Kropf,97219.0,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   Depression   Anxiety  ,$70-$160
Nancy Anne Pearson,97202.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   Parenting   FamilyConflict  ,$115-$140
Bob Fancher,97202.0,"Counselor,PhD","  Distress,bewildermentatlife  ",$80
Lucas A. Klein,97205.0,"Psychologist,PhD",  Depression   Anxiety   PersonalityDisorders  ,$195
Stacy Forrest,97045.0,"LicensedProfessionalCounselor,LPC,MAC,CADC,BCLC",  AlcoholUse   Anxiety   EmotionalDisturbance  ,$130+
Mind's Eye Counseling,97045.0,"LicensedProfessionalCounselor,MS,CRC,LPC,NCC,DCC",  TraumaandPTSD   Anxiety   Stress  ,$50-$140
Aimee Milne Lpc (Formerly Aimee Polzin),97223.0,"LicensedProfessionalCounselor,LPC",  Depression   Anxiety   LifeTransitions  ,$120-$150
Amy Friday,97209.0,"Psychologist,PhD",  Memory/CognitiveEvaluation   TestingandEvaluation   Alzheimer's  ,$150-$250
Life In Relation Therapy,97504.0,"LicensedProfessionalCounselor,LPC",  MaritalandPremarital   RelationshipIssues   LifeTransitions  ,$140-$240
Jennifer Ripley-Wood,97202.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   TraumaandPTSD  ,$140-$160
The Portland Couples Counseling Center,97232.0,"Marriage&FamilyTherapist,PhD,LMFT,MA,MBA",  RelationshipIssues   SexTherapy   Infidelity  ,
Natalie Mills,97068.0,"LicensedProfessionalCounselor,LPC,MFT",  TraumaandPTSD   RelationshipIssues   ADHD  ,$80-$120
Nancy F Nasser-Marsh,97232.0,"ClinicalSocialWork/Therapist,LCSW",  Adoption   Divorce   Parenting  ,$90-$130
Natasha Monica Lopez,97219.0,"LicensedProfessionalCounselor,LPC",  SelfEsteem   Codependency   Anxiety  ,$50-$120
Garen LeeAnn Weitman,97068.0,"Psychologist,PsyD",  TraumaandPTSD   Anxiety   Depression  ,$160-$225
